pl_name,pl_orbper,pl_rade,pl_bmasse,sy_dist,ra,dec,sky_coord.ra,sky_coord.dec
Kepler-118 b,7.518496,1.96,,574.228,299.2131881,41.4248195,299.2131881,41.4248195
Kepler-118 b,7.51854537,,,574.228,299.2131881,41.4248195,299.2131881,41.4248195
Kepler-118 b,7.51849479,1.67,,574.228,299.2131881,41.4248195,299.2131881,41.4248195
Kepler-118 b,7.51849479,1.67,,574.228,299.2131881,41.4248195,299.2131881,41.4248195
Kepler-118 c,20.17202326,,,574.228,299.2131881,41.4248195,299.2131881,41.4248195
Kepler-118 c,20.17202467,6.24,,574.228,299.2131881,41.4248195,299.2131881,41.4248195
Kepler-118 c,20.17202773,,,574.228,299.2131881,41.4248195,299.2131881,41.4248195
Kepler-118 c,20.17202,7.68,,574.228,299.2131881,41.4248195,299.2131881,41.4248195
Kepler-118 c,20.172011,6.1,,574.228,299.2131881,41.4248195,299.2131881,41.4248195
Kepler-118 c,,5.899,,574.228,299.2131881,41.4248195,299.2131881,41.4248195
Kepler-118 c,20.17202387,7.19,,574.228,299.2131881,41.4248195,299.2131881,41.4248195
Kepler-118 c,20.17202387,7.19,,574.228,299.2131881,41.4248195,299.2131881,41.4248195
Kepler-118 c,20.17202387,5.94,,574.228,299.2131881,41.4248195,299.2131881,41.4248195
Kepler-118 c,20.17202387,7.19,,574.228,299.2131881,41.4248195,299.2131881,41.4248195
Kepler-118 c,20.17202467,,,574.228,299.2131881,41.4248195,299.2131881,41.4248195
Kepler-1180 b,,2.516,,1596.8,295.8874773,43.1559952,295.8874773,43.1559952
Kepler-1180 b,16.8601286,1.99,,1596.8,295.8874773,43.1559952,295.8874773,43.1559952
Kepler-1180 b,16.85983142,,,1596.8,295.8874773,43.1559952,295.8874773,43.1559952
Kepler-1180 b,16.8601286,1.67,,1596.8,295.8874773,43.1559952,295.8874773,43.1559952
Kepler-1180 b,16.8600805,,,1596.8,295.8874773,43.1559952,295.8874773,43.1559952
Kepler-1180 b,16.8601286,1.67,,1596.8,295.8874773,43.1559952,295.8874773,43.1559952
Kepler-1180 b,16.8600805,1.71,,1596.8,295.8874773,43.1559952,295.8874773,43.1559952
Kepler-1180 b,16.8601286,1.67,,1596.8,295.8874773,43.1559952,295.8874773,43.1559952
Kepler-1180 b,16.85818,1.77,,1596.8,295.8874773,43.1559952,295.8874773,43.1559952
Kepler-1180 b,16.85976251,,,1596.8,295.8874773,43.1559952,295.8874773,43.1559952
Kepler-1181 b,4.89336495,1.6,,938.417,289.7473165,39.5234131,289.7473165,39.5234131
Kepler-1181 b,4.89337519,1.57,,938.417,289.7473165,39.5234131,289.7473165,39.5234131
Kepler-1181 b,4.893489,1.41,,938.417,289.7473165,39.5234131,289.7473165,39.5234131
Kepler-1181 b,4.89336495,,,938.417,289.7473165,39.5234131,289.7473165,39.5234131
Kepler-1181 b,4.89332736,,,938.417,289.7473165,39.5234131,289.7473165,39.5234131
Kepler-1181 b,,1.59,,938.417,289.7473165,39.5234131,289.7473165,39.5234131
Kepler-1181 b,4.89337519,1.57,,938.417,289.7473165,39.5234131,289.7473165,39.5234131
Kepler-1181 b,4.89337519,1.57,,938.417,289.7473165,39.5234131,289.7473165,39.5234131
Kepler-1181 b,4.89337519,1.57,,938.417,289.7473165,39.5234131,289.7473165,39.5234131
Kepler-1181 b,4.89343316,,,938.417,289.7473165,39.5234131,289.7473165,39.5234131
Kepler-1181 c,8.93484887,,,938.417,289.7473165,39.5234131,289.7473165,39.5234131
Kepler-1181 c,8.93490815,1.57,,938.417,289.7473165,39.5234131,289.7473165,39.5234131
Kepler-1181 c,8.93490815,1.57,,938.417,289.7473165,39.5234131,289.7473165,39.5234131
Kepler-1181 c,8.93484887,1.83,,938.417,289.7473165,39.5234131,289.7473165,39.5234131
Kepler-1181 c,8.93490982,1.744,,938.417,289.7473165,39.5234131,289.7473165,39.5234131
Kepler-1181 c,8.93490815,1.57,,938.417,289.7473165,39.5234131,289.7473165,39.5234131
Kepler-1182 b,11.17394617,2.41,,1545.39,296.3079895,43.8213706,296.3079895,43.8213706
Kepler-1182 b,11.17394617,2.05,,1545.39,296.3079895,43.8213706,296.3079895,43.8213706
Kepler-1182 b,11.17392077,1.64,,1545.39,296.3079895,43.8213706,296.3079895,43.8213706
Kepler-1182 b,11.17394617,2.05,,1545.39,296.3079895,43.8213706,296.3079895,43.8213706
Kepler-1182 b,11.17397251,,,1545.39,296.3079895,43.8213706,296.3079895,43.8213706
Kepler-1182 b,11.1736,1.55,,1545.39,296.3079895,43.8213706,296.3079895,43.8213706
Kepler-1182 b,11.17394617,2.05,,1545.39,296.3079895,43.8213706,296.3079895,43.8213706
Kepler-1182 b,,2.357,,1545.39,296.3079895,43.8213706,296.3079895,43.8213706
Kepler-1182 b,11.17392077,,,1545.39,296.3079895,43.8213706,296.3079895,43.8213706
Kepler-1183 b,28.5057217,2.55,,1919.19,292.2324228,38.8921946,292.2324228,38.8921946
Kepler-1183 b,28.5057189,2.82,,1919.19,292.2324228,38.8921946,292.2324228,38.8921946
Kepler-1183 b,,4.222,,1919.19,292.2324228,38.8921946,292.2324228,38.8921946
Kepler-1183 b,28.50273,3.0,,1919.19,292.2324228,38.8921946,292.2324228,38.8921946
Kepler-1183 b,28.50597485,,,1919.19,292.2324228,38.8921946,292.2324228,38.8921946
Kepler-1183 b,28.5057217,,,1919.19,292.2324228,38.8921946,292.2324228,38.8921946
Kepler-1183 b,28.5057189,2.43,,1919.19,292.2324228,38.8921946,292.2324228,38.8921946
Kepler-1183 b,28.5057189,2.43,,1919.19,292.2324228,38.8921946,292.2324228,38.8921946
Kepler-1183 b,28.5057189,2.43,,1919.19,292.2324228,38.8921946,292.2324228,38.8921946
Kepler-1183 b,28.50615646,,,1919.19,292.2324228,38.8921946,292.2324228,38.8921946
Kepler-1184 b,,2.455,,1157.84,291.282031,46.9659514,291.282031,46.9659514
Kepler-1184 b,53.59923,2.8,,1157.84,291.282031,46.9659514,291.282031,46.9659514
Kepler-1184 b,53.5991044,2.57,,1157.84,291.282031,46.9659514,291.282031,46.9659514
Kepler-1184 b,53.5991044,2.57,,1157.84,291.282031,46.9659514,291.282031,46.9659514
Kepler-1184 b,53.5991459,,,1157.84,291.282031,46.9659514,291.282031,46.9659514
Kepler-1184 b,53.5991044,2.57,,1157.84,291.282031,46.9659514,291.282031,46.9659514
Kepler-1184 b,53.5991044,2.68,,1157.84,291.282031,46.9659514,291.282031,46.9659514
Kepler-1184 b,53.59889507,,,1157.84,291.282031,46.9659514,291.282031,46.9659514
Kepler-1184 b,53.59887191,,,1157.84,291.282031,46.9659514,291.282031,46.9659514
Kepler-1184 b,53.5991459,2.49,,1157.84,291.282031,46.9659514,291.282031,46.9659514
Kepler-1185 b,104.3518976,1.44,,459.273,287.2411783,39.3326977,287.2411783,39.3326977
Kepler-1185 b,104.3518976,1.44,,459.273,287.2411783,39.3326977,287.2411783,39.3326977
Kepler-1185 b,,2.187,,459.273,287.2411783,39.3326977,287.2411783,39.3326977
Kepler-1185 b,104.35081953,,,459.273,287.2411783,39.3326977,287.2411783,39.3326977
Kepler-1185 b,104.3519624,,,459.273,287.2411783,39.3326977,287.2411783,39.3326977
Kepler-1185 b,104.3519624,1.39,,459.273,287.2411783,39.3326977,287.2411783,39.3326977
Kepler-1185 b,104.3518976,1.33,,459.273,287.2411783,39.3326977,287.2411783,39.3326977
Kepler-1186 b,16.07673148,,,1337.25,288.4796333,47.1017438,288.4796333,47.1017438
Kepler-1186 b,16.07671404,,,1337.25,288.4796333,47.1017438,288.4796333,47.1017438
Kepler-1186 b,16.07673148,2.14,,1337.25,288.4796333,47.1017438,288.4796333,47.1017438
Kepler-1186 b,16.07677615,2.36,,1337.25,288.4796333,47.1017438,288.4796333,47.1017438
Kepler-1186 b,16.07677615,2.36,,1337.25,288.4796333,47.1017438,288.4796333,47.1017438
Kepler-1186 b,16.07677615,2.23,,1337.25,288.4796333,47.1017438,288.4796333,47.1017438
Kepler-1186 b,16.07677615,2.36,,1337.25,288.4796333,47.1017438,288.4796333,47.1017438
Kepler-1186 b,,2.438,,1337.25,288.4796333,47.1017438,288.4796333,47.1017438
Kepler-1186 b,16.07677,2.1,,1337.25,288.4796333,47.1017438,288.4796333,47.1017438
Kepler-1187 b,18.87060702,,,1020.53,286.8919996,38.3185034,286.8919996,38.3185034
Kepler-1187 b,18.87064068,2.33,,1020.53,286.8919996,38.3185034,286.8919996,38.3185034
Kepler-1187 b,,3.016,,1020.53,286.8919996,38.3185034,286.8919996,38.3185034
Kepler-1187 b,18.87058705,,,1020.53,286.8919996,38.3185034,286.8919996,38.3185034
Kepler-1187 b,18.87061,2.26,,1020.53,286.8919996,38.3185034,286.8919996,38.3185034
Kepler-1187 b,18.87058705,2.67,,1020.53,286.8919996,38.3185034,286.8919996,38.3185034
Kepler-1187 b,18.87064068,2.33,,1020.53,286.8919996,38.3185034,286.8919996,38.3185034
Kepler-1187 b,18.87064068,2.33,,1020.53,286.8919996,38.3185034,286.8919996,38.3185034
Kepler-1187 b,18.87064068,2.61,,1020.53,286.8919996,38.3185034,286.8919996,38.3185034
Kepler-1187 b,18.87060067,,,1020.53,286.8919996,38.3185034,286.8919996,38.3185034
Kepler-1188 b,17.1369543,2.17,,1717.48,283.1038438,43.1480487,283.1038438,43.1480487
Kepler-1188 b,17.13756,2.3,,1717.48,283.1038438,43.1480487,283.1038438,43.1480487
Kepler-1188 b,17.1369543,2.08,,1717.48,283.1038438,43.1480487,283.1038438,43.1480487
Kepler-1188 b,17.1369408,,,1717.48,283.1038438,43.1480487,283.1038438,43.1480487
Kepler-1188 b,,2.855,,1717.48,283.1038438,43.1480487,283.1038438,43.1480487
Kepler-1188 b,17.13661273,,,1717.48,283.1038438,43.1480487,283.1038438,43.1480487
Kepler-1188 b,17.1369408,2.05,,1717.48,283.1038438,43.1480487,283.1038438,43.1480487
Kepler-1188 b,17.1369543,2.17,,1717.48,283.1038438,43.1480487,283.1038438,43.1480487
Kepler-1188 b,17.13689021,,,1717.48,283.1038438,43.1480487,283.1038438,43.1480487
Kepler-1188 b,17.1369543,2.17,,1717.48,283.1038438,43.1480487,283.1038438,43.1480487
Kepler-1189 b,3.78858982,1.79,,782.852,298.4264116,47.9468194,298.4264116,47.9468194
Kepler-1189 b,3.78861833,,,782.852,298.4264116,47.9468194,298.4264116,47.9468194
Kepler-1189 b,3.788753,1.23,,782.852,298.4264116,47.9468194,298.4264116,47.9468194
Kepler-1189 b,3.78858982,1.79,,782.852,298.4264116,47.9468194,298.4264116,47.9468194
Kepler-1189 b,3.78858982,1.79,,782.852,298.4264116,47.9468194,298.4264116,47.9468194
Kepler-1189 b,3.78858982,1.77,,782.852,298.4264116,47.9468194,298.4264116,47.9468194
Kepler-1189 b,,1.265,,782.852,298.4264116,47.9468194,298.4264116,47.9468194
Kepler-1189 b,3.78859972,,,782.852,298.4264116,47.9468194,298.4264116,47.9468194
Kepler-1189 b,3.78861833,1.23,,782.852,298.4264116,47.9468194,298.4264116,47.9468194
Kepler-119 b,2.42208445,4.48,,701.996,295.9463854,42.6588324,295.9463854,42.6588324
Kepler-119 b,2.42208445,3.6,,701.996,295.9463854,42.6588324,295.9463854,42.6588324
Kepler-119 b,2.42208359,,,701.996,295.9463854,42.6588324,295.9463854,42.6588324
Kepler-119 b,2.42208445,3.6,,701.996,295.9463854,42.6588324,295.9463854,42.6588324
Kepler-119 b,2.4220796,3.62,,701.996,295.9463854,42.6588324,295.9463854,42.6588324
Kepler-119 b,,4.283,,701.996,295.9463854,42.6588324,295.9463854,42.6588324
Kepler-119 b,2.42208445,3.6,,701.996,295.9463854,42.6588324,295.9463854,42.6588324
Kepler-119 b,2.422082,3.6,,701.996,295.9463854,42.6588324,295.9463854,42.6588324
Kepler-119 b,2.42208419,3.55,,701.996,295.9463854,42.6588324,295.9463854,42.6588324
Kepler-119 b,2.42208419,,,701.996,295.9463854,42.6588324,295.9463854,42.6588324
Kepler-119 b,2.42208458,,,701.996,295.9463854,42.6588324,295.9463854,42.6588324
Kepler-119 c,4.12512093,1.12,,701.996,295.9463854,42.6588324,295.9463854,42.6588324
Kepler-119 c,4.12512093,0.9,,701.996,295.9463854,42.6588324,295.9463854,42.6588324
Kepler-119 c,4.12512093,0.9,,701.996,295.9463854,42.6588324,295.9463854,42.6588324
Kepler-119 c,,1.067,,701.996,295.9463854,42.6588324,295.9463854,42.6588324
Kepler-119 c,4.125103,0.92,,701.996,295.9463854,42.6588324,295.9463854,42.6588324
Kepler-119 c,4.12502,0.87,,701.996,295.9463854,42.6588324,295.9463854,42.6588324
Kepler-119 c,4.12511935,0.88,,701.996,295.9463854,42.6588324,295.9463854,42.6588324
Kepler-119 c,4.12512093,0.9,,701.996,295.9463854,42.6588324,295.9463854,42.6588324
Kepler-119 c,4.12511935,,,701.996,295.9463854,42.6588324,295.9463854,42.6588324
Kepler-1190 b,10.45839865,1.25,,342.509,284.9996582,49.4799506,284.9996582,49.4799506
Kepler-1190 b,10.45839865,,,342.509,284.9996582,49.4799506,284.9996582,49.4799506
Kepler-1190 b,10.4584473,,,342.509,284.9996582,49.4799506,284.9996582,49.4799506
Kepler-1190 b,10.45854,1.3,,342.509,284.9996582,49.4799506,284.9996582,49.4799506
Kepler-1190 b,,1.089,,342.509,284.9996582,49.4799506,284.9996582,49.4799506
Kepler-1190 b,10.45843441,1.26,,342.509,284.9996582,49.4799506,284.9996582,49.4799506
Kepler-1190 b,10.45843441,1.26,,342.509,284.9996582,49.4799506,284.9996582,49.4799506
Kepler-1190 b,10.45847283,,,342.509,284.9996582,49.4799506,284.9996582,49.4799506
Kepler-1190 b,10.45843441,1.26,,342.509,284.9996582,49.4799506,284.9996582,49.4799506
Kepler-1190 b,10.45843441,1.33,,342.509,284.9996582,49.4799506,284.9996582,49.4799506
Kepler-1191 b,5.60014851,1.52,,955.536,291.6577923,48.0092619,291.6577923,48.0092619
Kepler-1191 b,5.60013327,,,955.536,291.6577923,48.0092619,291.6577923,48.0092619
Kepler-1191 b,5.60014851,1.51,,955.536,291.6577923,48.0092619,291.6577923,48.0092619
Kepler-1191 b,,1.612,,955.536,291.6577923,48.0092619,291.6577923,48.0092619
Kepler-1191 b,5.59979,1.38,,955.536,291.6577923,48.0092619,291.6577923,48.0092619
Kepler-1191 b,5.60014851,1.52,,955.536,291.6577923,48.0092619,291.6577923,48.0092619
Kepler-1191 b,5.60013327,1.73,,955.536,291.6577923,48.0092619,291.6577923,48.0092619
Kepler-1191 b,5.6001912,,,955.536,291.6577923,48.0092619,291.6577923,48.0092619
Kepler-1191 b,5.60014851,1.52,,955.536,291.6577923,48.0092619,291.6577923,48.0092619
Kepler-1192 b,25.2034787,2.57,,1304.19,282.1405603,43.8964934,282.1405603,43.8964934
Kepler-1192 b,25.2034128,2.42,,1304.19,282.1405603,43.8964934,282.1405603,43.8964934
Kepler-1192 b,25.2033,2.2,,1304.19,282.1405603,43.8964934,282.1405603,43.8964934
Kepler-1192 b,,2.569,,1304.19,282.1405603,43.8964934,282.1405603,43.8964934
Kepler-1192 b,25.20335612,,,1304.19,282.1405603,43.8964934,282.1405603,43.8964934
Kepler-1192 b,25.2034787,2.57,,1304.19,282.1405603,43.8964934,282.1405603,43.8964934
Kepler-1192 b,25.2034787,2.36,,1304.19,282.1405603,43.8964934,282.1405603,43.8964934
Kepler-1192 b,25.20299395,,,1304.19,282.1405603,43.8964934,282.1405603,43.8964934
Kepler-1192 b,25.2034128,,,1304.19,282.1405603,43.8964934,282.1405603,43.8964934
Kepler-1192 b,25.2034787,2.57,,1304.19,282.1405603,43.8964934,282.1405603,43.8964934
Kepler-1193 b,2.83264725,1.37,,802.116,288.1447323,51.2756446,288.1447323,51.2756446
Kepler-1193 b,2.83265213,1.13,,802.116,288.1447323,51.2756446,288.1447323,51.2756446
Kepler-1193 b,2.832617,1.35,,802.116,288.1447323,51.2756446,288.1447323,51.2756446
Kepler-1193 b,,1.521,,802.116,288.1447323,51.2756446,288.1447323,51.2756446
Kepler-1193 b,2.83265213,1.13,,802.116,288.1447323,51.2756446,288.1447323,51.2756446
Kepler-1193 b,2.83264725,,,802.116,288.1447323,51.2756446,288.1447323,51.2756446
Kepler-1193 b,2.83265213,1.32,,802.116,288.1447323,51.2756446,288.1447323,51.2756446
Kepler-1193 b,2.8326569,,,802.116,288.1447323,51.2756446,288.1447323,51.2756446
Kepler-1193 b,2.83265213,1.13,,802.116,288.1447323,51.2756446,288.1447323,51.2756446
Kepler-1194 b,16.22371307,1.84,,757.382,291.6994841,38.1452065,291.6994841,38.1452065
Kepler-1194 b,16.22371307,1.84,,757.382,291.6994841,38.1452065,291.6994841,38.1452065
Kepler-1194 b,16.22371541,,,757.382,291.6994841,38.1452065,291.6994841,38.1452065
Kepler-1194 b,16.22357095,,,757.382,291.6994841,38.1452065,291.6994841,38.1452065
Kepler-1194 b,16.22371307,1.84,,757.382,291.6994841,38.1452065,291.6994841,38.1452065
Kepler-1194 b,16.22371307,1.51,,757.382,291.6994841,38.1452065,291.6994841,38.1452065
Kepler-1194 b,16.22378479,1.51,,757.382,291.6994841,38.1452065,291.6994841,38.1452065
Kepler-1194 b,16.22391,1.9,,757.382,291.6994841,38.1452065,291.6994841,38.1452065
Kepler-1194 b,16.22378479,,,757.382,291.6994841,38.1452065,291.6994841,38.1452065
Kepler-1195 b,,2.505,,918.566,284.3510523,40.8529319,284.3510523,40.8529319
Kepler-1195 b,8.49640674,,,918.566,284.3510523,40.8529319,284.3510523,40.8529319
Kepler-1195 b,8.49640437,,,918.566,284.3510523,40.8529319,284.3510523,40.8529319
Kepler-1195 b,8.49642241,2.08,,918.566,284.3510523,40.8529319,284.3510523,40.8529319
Kepler-1195 b,8.49640437,2.14,,918.566,284.3510523,40.8529319,284.3510523,40.8529319
Kepler-1195 b,8.49642241,2.11,,918.566,284.3510523,40.8529319,284.3510523,40.8529319
Kepler-1195 b,8.49642241,2.11,,918.566,284.3510523,40.8529319,284.3510523,40.8529319
Kepler-1195 b,8.496449,2.3,,918.566,284.3510523,40.8529319,284.3510523,40.8529319
Kepler-1195 b,8.49642241,2.11,,918.566,284.3510523,40.8529319,284.3510523,40.8529319
Kepler-1196 b,66.18404616,,,922.333,292.369585,43.9108663,292.369585,43.9108663
Kepler-1196 b,66.1849031,2.23,,922.333,292.369585,43.9108663,292.369585,43.9108663
Kepler-1196 b,66.1849031,2.01,,922.333,292.369585,43.9108663,292.369585,43.9108663
Kepler-1196 b,66.18419894,,,922.333,292.369585,43.9108663,292.369585,43.9108663
Kepler-1196 b,66.1843646,,,922.333,292.369585,43.9108663,292.369585,43.9108663
Kepler-1196 b,66.1849031,2.01,,922.333,292.369585,43.9108663,292.369585,43.9108663
Kepler-1196 b,,2.667,,922.333,292.369585,43.9108663,292.369585,43.9108663
Kepler-1196 b,66.1843646,2.72,,922.333,292.369585,43.9108663,292.369585,43.9108663
Kepler-1196 b,66.1849031,2.01,,922.333,292.369585,43.9108663,292.369585,43.9108663
Kepler-1196 b,66.1832,2.0,,922.333,292.369585,43.9108663,292.369585,43.9108663
Kepler-1197 b,2.03231845,1.15,,486.94,291.6693437,42.5907441,291.6693437,42.5907441
Kepler-1197 b,2.03231886,1.12,,486.94,291.6693437,42.5907441,291.6693437,42.5907441
Kepler-1197 b,,1.118,,486.94,291.6693437,42.5907441,291.6693437,42.5907441
Kepler-1197 b,2.03231845,1.25,,486.94,291.6693437,42.5907441,291.6693437,42.5907441
Kepler-1197 b,2.032317,1.13,,486.94,291.6693437,42.5907441,291.6693437,42.5907441
Kepler-1197 b,2.03231845,1.15,,486.94,291.6693437,42.5907441,291.6693437,42.5907441
Kepler-1197 b,2.03231886,,,486.94,291.6693437,42.5907441,291.6693437,42.5907441
Kepler-1197 b,2.03231845,1.15,,486.94,291.6693437,42.5907441,291.6693437,42.5907441
Kepler-1197 b,2.03231603,,,486.94,291.6693437,42.5907441,291.6693437,42.5907441
Kepler-1198 b,7.68493,1.8,,743.03,288.8339659,44.838198,288.8339659,44.838198
Kepler-1198 b,7.68478504,,,743.03,288.8339659,44.838198,288.8339659,44.838198
Kepler-1198 b,7.68477502,,,743.03,288.8339659,44.838198,288.8339659,44.838198
Kepler-1198 b,7.6847716,1.79,,743.03,288.8339659,44.838198,288.8339659,44.838198
Kepler-1198 b,7.68478504,1.47,,743.03,288.8339659,44.838198,288.8339659,44.838198
Kepler-1198 b,7.6847716,1.47,,743.03,288.8339659,44.838198,288.8339659,44.838198
Kepler-1198 b,,1.439,,743.03,288.8339659,44.838198,288.8339659,44.838198
Kepler-1198 b,7.6847716,1.79,,743.03,288.8339659,44.838198,288.8339659,44.838198
Kepler-1198 b,7.6847716,1.79,,743.03,288.8339659,44.838198,288.8339659,44.838198
Kepler-1199 b,15.0447198,1.15,,563.493,293.7258092,47.2469219,293.7258092,47.2469219
Kepler-1199 b,15.04477548,,,563.493,293.7258092,47.2469219,293.7258092,47.2469219
Kepler-1199 b,15.0447198,1.08,,563.493,293.7258092,47.2469219,293.7258092,47.2469219
Kepler-1199 b,15.0447098,1.51,,563.493,293.7258092,47.2469219,293.7258092,47.2469219
Kepler-1199 b,15.0447198,1.08,,563.493,293.7258092,47.2469219,293.7258092,47.2469219
Kepler-1199 b,15.0447198,1.08,,563.493,293.7258092,47.2469219,293.7258092,47.2469219
Kepler-1199 b,15.04488567,,,563.493,293.7258092,47.2469219,293.7258092,47.2469219
Kepler-1199 b,15.04463,1.44,,563.493,293.7258092,47.2469219,293.7258092,47.2469219
Kepler-1199 b,15.0447098,,,563.493,293.7258092,47.2469219,293.7258092,47.2469219
Kepler-12 b,4.43796303,18.22,,881.386,286.2434458,50.0403671,286.2434458,50.0403671
Kepler-12 b,4.43796263,,,881.386,286.2434458,50.0403671,286.2434458,50.0403671
Kepler-12 b,4.4379637,19.123,136.6669,881.386,286.2434458,50.0403671,286.2434458,50.0403671
Kepler-12 b,4.43797266,20.357,,881.386,286.2434458,50.0403671,286.2434458,50.0403671
Kepler-12 b,4.43796303,18.22,,881.386,286.2434458,50.0403671,286.2434458,50.0403671
Kepler-12 b,4.4379654,,,881.386,286.2434458,50.0403671,286.2434458,50.0403671
Kepler-12 b,4.43796303,,,881.386,286.2434458,50.0403671,286.2434458,50.0403671
Kepler-12 b,4.43796303,18.22,,881.386,286.2434458,50.0403671,286.2434458,50.0403671
Kepler-12 b,4.4379637,18.999,137.62039,881.386,286.2434458,50.0403671,286.2434458,50.0403671
Kepler-12 b,4.4379625,,,881.386,286.2434458,50.0403671,286.2434458,50.0403671
Kepler-12 b,4.43796291,17.6,,881.386,286.2434458,50.0403671,286.2434458,50.0403671
Kepler-12 b,4.43796293,18.05,,881.386,286.2434458,50.0403671,286.2434458,50.0403671
Kepler-12 b,4.4379637,18.999,136.979,881.386,286.2434458,50.0403671,286.2434458,50.0403671
Kepler-12 b,4.4379629,19.661,137.30256,881.386,286.2434458,50.0403671,286.2434458,50.0403671
Kepler-12 b,,19.565,,881.386,286.2434458,50.0403671,286.2434458,50.0403671
Kepler-12 b,4.43796303,17.13,,881.386,286.2434458,50.0403671,286.2434458,50.0403671
Kepler-12 b,4.43796293,,,881.386,286.2434458,50.0403671,286.2434458,50.0403671
Kepler-120 b,6.31250853,,,388.63,287.8915707,39.3390979,287.8915707,39.3390979
Kepler-120 b,6.312504,2.26,,388.63,287.8915707,39.3390979,287.8915707,39.3390979
Kepler-120 b,6.31238222,2.05,,388.63,287.8915707,39.3390979,287.8915707,39.3390979
Kepler-120 b,6.312501,2.15,,388.63,287.8915707,39.3390979,287.8915707,39.3390979
Kepler-120 b,,2.549,,388.63,287.8915707,39.3390979,287.8915707,39.3390979
Kepler-120 b,6.31250373,2.45,,388.63,287.8915707,39.3390979,287.8915707,39.3390979
Kepler-120 b,6.31250373,2.06,,388.63,287.8915707,39.3390979,287.8915707,39.3390979
Kepler-120 b,6.31250853,2.0,,388.63,287.8915707,39.3390979,287.8915707,39.3390979
Kepler-120 b,6.31250638,,,388.63,287.8915707,39.3390979,287.8915707,39.3390979
Kepler-120 b,6.31250373,2.06,,388.63,287.8915707,39.3390979,287.8915707,39.3390979
Kepler-120 b,6.313,2.31,8.5,388.63,287.8915707,39.3390979,287.8915707,39.3390979
Kepler-120 b,6.31250373,2.06,,388.63,287.8915707,39.3390979,287.8915707,39.3390979
Kepler-120 b,6.31250483,,,388.63,287.8915707,39.3390979,287.8915707,39.3390979
Kepler-120 c,12.79455259,,,388.63,287.8915707,39.3390979,287.8915707,39.3390979
Kepler-120 c,12.794594,1.85,,388.63,287.8915707,39.3390979,287.8915707,39.3390979
Kepler-120 c,12.79397011,1.62,,388.63,287.8915707,39.3390979,287.8915707,39.3390979
Kepler-120 c,12.79455062,1.64,,388.63,287.8915707,39.3390979,287.8915707,39.3390979
Kepler-120 c,12.79455062,1.64,,388.63,287.8915707,39.3390979,287.8915707,39.3390979
Kepler-120 c,12.79457514,,,388.63,287.8915707,39.3390979,287.8915707,39.3390979
Kepler-120 c,12.79455062,1.64,,388.63,287.8915707,39.3390979,287.8915707,39.3390979
Kepler-120 c,12.7945474,1.6,,388.63,287.8915707,39.3390979,287.8915707,39.3390979
Kepler-120 c,,2.038,,388.63,287.8915707,39.3390979,287.8915707,39.3390979
Kepler-120 c,12.7945474,,,388.63,287.8915707,39.3390979,287.8915707,39.3390979
Kepler-120 c,12.795,,,388.63,287.8915707,39.3390979,287.8915707,39.3390979
Kepler-120 c,12.794585,1.53,,388.63,287.8915707,39.3390979,287.8915707,39.3390979
Kepler-120 c,12.79455062,1.93,,388.63,287.8915707,39.3390979,287.8915707,39.3390979
Kepler-1200 b,1.11854972,1.05,,588.715,296.6034317,44.1292537,296.6034317,44.1292537
Kepler-1200 b,1.11854781,,,588.715,296.6034317,44.1292537,296.6034317,44.1292537
Kepler-1200 b,1.11854972,1.05,,588.715,296.6034317,44.1292537,296.6034317,44.1292537
Kepler-1200 b,1.11854972,1.06,,588.715,296.6034317,44.1292537,296.6034317,44.1292537
Kepler-1200 b,1.11854781,0.98,,588.715,296.6034317,44.1292537,296.6034317,44.1292537
Kepler-1200 b,1.11854972,1.05,,588.715,296.6034317,44.1292537,296.6034317,44.1292537
Kepler-1200 b,1.11855021,,,588.715,296.6034317,44.1292537,296.6034317,44.1292537
Kepler-1200 b,1.118557,1.01,,588.715,296.6034317,44.1292537,296.6034317,44.1292537
Kepler-1200 b,,1.074,,588.715,296.6034317,44.1292537,296.6034317,44.1292537
Kepler-1201 b,15.18727049,,,944.241,294.6147908,40.8331158,294.6147908,40.8331158
Kepler-1201 b,15.18727049,1.94,,944.241,294.6147908,40.8331158,294.6147908,40.8331158
Kepler-1201 b,15.18725932,1.92,,944.241,294.6147908,40.8331158,294.6147908,40.8331158
Kepler-1201 b,15.18727635,,,944.241,294.6147908,40.8331158,294.6147908,40.8331158
Kepler-1201 b,15.18701,1.91,,944.241,294.6147908,40.8331158,294.6147908,40.8331158
Kepler-1201 b,15.18725932,1.92,,944.241,294.6147908,40.8331158,294.6147908,40.8331158
Kepler-1201 b,15.18743529,,,944.241,294.6147908,40.8331158,294.6147908,40.8331158
Kepler-1201 b,15.18725932,2.29,,944.241,294.6147908,40.8331158,294.6147908,40.8331158
Kepler-1201 b,,1.912,,944.241,294.6147908,40.8331158,294.6147908,40.8331158
Kepler-1201 b,15.18725932,1.92,,944.241,294.6147908,40.8331158,294.6147908,40.8331158
Kepler-1202 b,,2.856,,1175.38,292.290606,44.6532281,292.290606,44.6532281
Kepler-1202 b,28.6851324,2.4,,1175.38,292.290606,44.6532281,292.290606,44.6532281
Kepler-1202 b,28.6851324,2.94,,1175.38,292.290606,44.6532281,292.290606,44.6532281
