pl_name,pl_orbper,pl_rade,pl_bmasse,sy_dist,ra,dec,sky_coord.ra,sky_coord.dec
CoRoT-2 b,1.74299673,,,213.283,291.7770457,1.3836634,291.7770457,1.3836634
CoRoT-2 b,1.74299609,16.533,,213.283,291.7770457,1.3836634,291.7770457,1.3836634
CoRoT-2 b,1.74299906,,,213.283,291.7770457,1.3836634,291.7770457,1.3836634
CoRoT-2 b,1.74299705,,,213.283,291.7770457,1.3836634,291.7770457,1.3836634
CoRoT-20 b,9.24318,11.209,1315.8162,844.061,97.7204249,0.2268931,97.7204249,0.2268931
CoRoT-20 b,9.24285,9.42,1347.54,844.061,97.7204249,0.2268931,97.7204249,0.2268931
CoRoT-20 b,9.24285,13.002,1608.2198,844.061,97.7204249,0.2268931,97.7204249,0.2268931
CoRoT-20 b,9.24323029,15.397,,844.061,97.7204249,0.2268931,97.7204249,0.2268931
CoRoT-20 b,9.24285,,1366.669,844.061,97.7204249,0.2268931,97.7204249,0.2268931
CoRoT-20 b,9.24285,9.416,1344.4209,844.061,97.7204249,0.2268931,97.7204249,0.2268931
CoRoT-20 c,1675.0,,5403.11,844.061,97.7204249,0.2268931,97.7204249,0.2268931
CoRoT-21 b,2.72474,14.572,718.2958,,101.0526207,-0.2991544,101.0526207,-0.2991544
CoRoT-21 b,2.72474,14.572,705.5826,,101.0526207,-0.2991544,101.0526207,-0.2991544
CoRoT-22 b,9.75598,4.88,12.2,627.158,280.6671392,6.2191669,280.6671392,6.2191669
CoRoT-23 b,3.6313,13.227,972.5598,1060.97,279.7826586,4.3577516,279.7826586,4.3577516
CoRoT-23 b,3.6313,11.77,889.9,1060.97,279.7826586,4.3577516,279.7826586,4.3577516
CoRoT-23 b,3.6313,11.769,982.0947,1060.97,279.7826586,4.3577516,279.7826586,4.3577516
CoRoT-24 b,5.1134,3.7,5.7,591.555,101.922543,-3.7192892,101.922543,-3.7192892
CoRoT-24 c,11.759,5.0,28.0,591.555,101.922543,-3.7192892,101.922543,-3.7192892
CoRoT-25 b,4.86069,12.11,85.81,1103.48,280.6296561,6.5138223,280.6296561,6.5138223
CoRoT-25 b,4.86069,12.106,93.12419,1103.48,280.6296561,6.5138223,280.6296561,6.5138223
CoRoT-26 b,4.20474,14.12,165.26,1045.18,279.7504991,6.9697828,279.7504991,6.9697828
CoRoT-26 b,4.20474,14.123,184.3414,1045.18,279.7504991,6.9697828,279.7504991,6.9697828
CoRoT-27 b,3.57532,11.287,3302.11,1010.28,278.4958319,5.5383811,278.4958319,5.5383811
CoRoT-27 b,3.57532,11.287,3273.649,1010.28,278.4958319,5.5383811,278.4958319,5.5383811
CoRoT-28 b,5.20851,10.705,152.87623,766.183,278.6883216,5.5736911,278.6883216,5.5736911
CoRoT-28 b,5.20851,10.705,153.82972,766.183,278.6883216,5.5736911,278.6883216,5.5736911
CoRoT-29 b,2.85057,10.088,270.1555,806.507,278.9020691,6.4795703,278.9020691,6.4795703
CoRoT-29 b,2.8505615,,,806.507,278.9020691,6.4795703,278.9020691,6.4795703
CoRoT-29 b,2.85057,10.088,266.9772,806.507,278.9020691,6.4795703,278.9020691,6.4795703
CoRoT-3 b,4.2567994,11.135,6747.5309,768.771,292.0552827,0.1218359,292.0552827,0.1218359
CoRoT-3 b,,,,768.771,292.0552827,0.1218359,292.0552827,0.1218359
CoRoT-3 b,4.2567994,11.624,6979.5468,768.771,292.0552827,0.1218359,292.0552827,0.1218359
CoRoT-3 b,4.2567994,11.321,6814.2752,768.771,292.0552827,0.1218359,292.0552827,0.1218359
CoRoT-3 b,4.2568,11.32,6883.91,768.771,292.0552827,0.1218359,292.0552827,0.1218359
CoRoT-30 b,9.06005,11.31,921.707,1032.23,277.6011767,6.8359338,277.6011767,6.8359338
CoRoT-31 b,4.62941,16.365,266.9772,2005.76,94.820735,-4.4222978,94.820735,-4.4222978
CoRoT-35 b,3.22748,18.831,349.61125,1123.21,289.3143526,-2.7747085,289.3143526,-2.7747085
CoRoT-36 b,5.616531,15.805,216.12332,925.958,277.7510149,7.1833465,277.7510149,7.1833465
CoRoT-4 b,9.20205,13.339,223.43449,726.412,102.1946233,-0.6727861,102.1946233,-0.6727861
CoRoT-4 b,9.20205,13.34,228.83,726.412,102.1946233,-0.6727861,102.1946233,-0.6727861
CoRoT-4 b,9.20164964,13.437,,726.412,102.1946233,-0.6727861,102.1946233,-0.6727861
CoRoT-4 b,9.20205,13.002,232.33373,726.412,102.1946233,-0.6727861,102.1946233,-0.6727861
CoRoT-5 b,4.0378962,13.249,149.3801,882.472,101.2772396,0.8152163,101.2772396,0.8152163
CoRoT-5 b,4.03790124,18.383,,882.472,101.2772396,0.8152163,101.2772396,0.8152163
CoRoT-5 b,4.0378962,15.558,148.42,882.472,101.2772396,0.8152163,101.2772396,0.8152163
CoRoT-5 b,4.0379156,14.079,145.88397,882.472,101.2772396,0.8152163,101.2772396,0.8152163
CoRoT-5 b,4.0378962,15.558,151.92274,882.472,101.2772396,0.8152163,101.2772396,0.8152163
CoRoT-5 b,4.0379156,,,882.472,101.2772396,0.8152163,101.2772396,0.8152163
CoRoT-6 b,8.886593,13.068,940.74,645.294,281.0725563,6.6632062,281.0725563,6.6632062
CoRoT-6 b,8.886593,13.283,940.7768,645.294,281.0725563,6.6632062,281.0725563,6.6632062
CoRoT-6 b,8.886593,13.07,937.5985,645.294,281.0725563,6.6632062,281.0725563,6.6632062
CoRoT-6 b,8.8866287,,,645.294,281.0725563,6.6632062,281.0725563,6.6632062
CoRoT-7 b,0.85359165,,4.73,159.906,100.9561682,-1.0630076,100.9561682,-1.0630076
CoRoT-7 b,0.853585,,4.8,159.906,100.9561682,-1.0630076,100.9561682,-1.0630076
CoRoT-7 b,0.85359163,1.681,4.07661,159.906,100.9561682,-1.0630076,100.9561682,-1.0630076
CoRoT-7 b,0.8535,1.528,6.056,159.906,100.9561682,-1.0630076,100.9561682,-1.0630076
CoRoT-7 b,0.853585,1.68,21.0,159.906,100.9561682,-1.0630076,100.9561682,-1.0630076
CoRoT-7 b,0.85359159,1.585,5.74,159.906,100.9561682,-1.0630076,100.9561682,-1.0630076
CoRoT-7 b,0.853585,1.861,6.99226,159.906,100.9561682,-1.0630076,100.9561682,-1.0630076
CoRoT-7 b,0.854,1.58,4.6,159.906,100.9561682,-1.0630076,100.9561682,-1.0630076
CoRoT-7 c,3.7,,13.56,159.906,100.9561682,-1.0630076,100.9561682,-1.0630076
CoRoT-7 c,3.697,,13.289,159.906,100.9561682,-1.0630076,100.9561682,-1.0630076
CoRoT-7 c,3.698,,8.4,159.906,100.9561682,-1.0630076,100.9561682,-1.0630076
CoRoT-7 d,8.966,,17.142,159.906,100.9561682,-1.0630076,100.9561682,-1.0630076
CoRoT-8 b,6.21229,7.981,68.65128,322.037,291.5885696,1.4262972,291.5885696,1.4262972
CoRoT-8 b,6.21229,6.39,69.92,322.037,291.5885696,1.4262972,291.5885696,1.4262972
CoRoT-8 b,6.212381,6.389,69.28694,322.037,291.5885696,1.4262972,291.5885696,1.4262972
CoRoT-8 b,6.212445,6.938,69.28694,322.037,291.5885696,1.4262972,291.5885696,1.4262972
CoRoT-9 b,95.272656,11.949,266.9772,412.98,280.7866461,6.2040783,280.7866461,6.2040783
CoRoT-9 b,95.272725,,,412.98,280.7866461,6.2040783,280.7866461,6.2040783
CoRoT-9 b,95.2738,11.624,262.52758,412.98,280.7866461,6.2040783,280.7866461,6.2040783
CoRoT-9 b,95.272656,11.949,268.88418,412.98,280.7866461,6.2040783,280.7866461,6.2040783
CoRoT-9 b,95.2738,11.77,266.97,412.98,280.7866461,6.2040783,280.7866461,6.2040783
CoRoTID 223977153 b,6.71837,6.389,47.6745,576.683,100.1951714,9.2573953,100.1951714,9.2573953
CoRoTID 223977153 b,6.7183678,,,576.683,100.1951714,9.2573953,100.1951714,9.2573953
DE CVn b,4098.1,,3823.2733,30.5225,201.7207198,45.5455449,201.7207198,45.5455449
DENIS-P J082303.1-491201 b,246.36,,9057.77,,125.7620668,-49.2003008,125.7620668,-49.2003008
DH Tau b,,30.264,3496.13,134.846,67.4231674,26.5493897,67.4231674,26.5493897
DH Tau b,,,3496.0,134.846,67.4231674,26.5493897,67.4231674,26.5493897
DMPP-1 b,18.57,,24.27,62.5388,86.7761233,-10.6303217,86.7761233,-10.6303217
DMPP-1 c,6.584,,9.6,62.5388,86.7761233,-10.6303217,86.7761233,-10.6303217
DMPP-1 d,2.882,,3.35,62.5388,86.7761233,-10.6303217,86.7761233,-10.6303217
DMPP-1 e,5.516,,4.13,62.5388,86.7761233,-10.6303217,86.7761233,-10.6303217
DMPP-2 b,5.2072,,138.89171,137.94,27.407731,-34.4590985,27.407731,-34.4590985
DMPP-3 A b,6.6732,,2.58,45.23,91.624382,-72.5126648,91.624382,-72.5126648
DMPP-3 A b,6.6736,,2.58,45.23,91.624382,-72.5126648,91.624382,-72.5126648
DMPP-4 b,3.4982,,12.2,25.3284,293.5826648,51.2358069,293.5826648,51.2358069
DP Leo b,8693.0,,1995.88832,305.684,169.3162193,17.9615717,169.3162193,17.9615717
DP Leo b,10220.0,,1922.79,305.684,169.3162193,17.9615717,169.3162193,17.9615717
DS Tuc A b,8.138268,5.7,,44.0622,354.9154673,-69.196043,354.9154673,-69.196043
DS Tuc A b,8.13822218,6.176,,44.0622,354.9154673,-69.196043,354.9154673,-69.196043
DS Tuc A b,8.1387,5.63,413.179,44.0622,354.9154673,-69.196043,354.9154673,-69.196043
EPIC 201170410.02,6.7987,1.047,,,170.1408561,-4.8070039,170.1408561,-4.8070039
EPIC 201238110 b,28.1656,1.87,,159.259,179.7058532,-3.3894613,179.7058532,-3.3894613
EPIC 201238110 b,28.1696,2.2,,159.259,179.7058532,-3.3894613,179.7058532,-3.3894613
EPIC 201427007 b,0.72091,1.5,,706.391,184.6021322,-0.5512886,184.6021322,-0.5512886
EPIC 201497682 b,2.13174,0.692,,253.026,168.9366786,0.4880606,168.9366786,0.4880606
EPIC 201595106 b,0.87703,1.2,,232.1,183.7203635,1.9681688,183.7203635,1.9681688
EPIC 201595106 b,0.877183,1.406,,232.1,183.7203635,1.9681688,183.7203635,1.9681688
EPIC 201595106 b,0.877214,1.3,,232.1,183.7203635,1.9681688,183.7203635,1.9681688
EPIC 201615463 c,3.80464,1.22,,476.882,185.1880932,2.2823788,185.1880932,2.2823788
EPIC 201754305 d,2.71578,1.03,,334.967,175.0972238,4.5574311,175.0972238,4.5574311
EPIC 201757695.02,2.0478,0.908,,,173.9385102,4.6164303,173.9385102,4.6164303
EPIC 201833600 c,3.96151,1.0,,257.443,169.483654,5.988289,169.483654,5.988289
EPIC 201833600 c,3.96165,1.48,,257.443,169.483654,5.988289,169.483654,5.988289
EPIC 201841433 b,4.16959,1.1,,436.488,175.206752,6.1348146,175.206752,6.1348146
EPIC 201841433 b,4.1698,1.04,,436.488,175.206752,6.1348146,175.206752,6.1348146
EPIC 201841433 b,4.16888,1.41,,436.488,175.206752,6.1348146,175.206752,6.1348146
EPIC 205950854 c,8.050722,1.31,,243.935,333.1100738,-16.3418863,333.1100738,-16.3418863
EPIC 205950854 c,8.0468,1.18,,243.935,333.1100738,-16.3418863,333.1100738,-16.3418863
EPIC 205950854 c,8.0516,1.62,,243.935,333.1100738,-16.3418863,333.1100738,-16.3418863
EPIC 206024342 b,4.50717,1.44,,369.888,331.2771441,-14.1218019,331.2771441,-14.1218019
EPIC 206024342 b,4.50756,1.7,,369.888,331.2771441,-14.1218019,331.2771441,-14.1218019
EPIC 206024342 c,0.911618,1.16,,369.888,331.2771441,-14.1218019,331.2771441,-14.1218019
EPIC 206024342 c,0.9116567,1.35,,369.888,331.2771441,-14.1218019,331.2771441,-14.1218019
EPIC 206024342 c,0.911724,1.4,,369.888,331.2771441,-14.1218019,331.2771441,-14.1218019
EPIC 206024342 d,14.641541,2.94,,369.888,331.2771441,-14.1218019,331.2771441,-14.1218019
EPIC 206024342 d,14.637,4.0,,369.888,331.2771441,-14.1218019,331.2771441,-14.1218019
EPIC 206024342 d,14.6435,2.52,,369.888,331.2771441,-14.1218019,331.2771441,-14.1218019
EPIC 206024342 d,14.647531,2.6,,369.888,331.2771441,-14.1218019,331.2771441,-14.1218019
EPIC 206032309 b,2.87814,1.01,,161.365,341.2404563,-13.9011223,341.2404563,-13.9011223
EPIC 206042996 b,5.2986,1.7,,451.769,337.5136198,-13.6101475,337.5136198,-13.6101475
EPIC 206042996 b,5.29853,3.32,,451.769,337.5136198,-13.6101475,337.5136198,-13.6101475
EPIC 206042996 b,5.29711,1.62,,451.769,337.5136198,-13.6101475,337.5136198,-13.6101475
EPIC 206042996 c,0.35490972,1.45,,451.769,337.5136198,-13.6101475,337.5136198,-13.6101475
EPIC 206042996 c,0.354884,1.2,,451.769,337.5136198,-13.6101475,337.5136198,-13.6101475
EPIC 206215704 b,2.25558,2.0,,109.888,335.0949721,-9.5097112,335.0949721,-9.5097112
EPIC 206215704 b,2.255436,1.0,,109.888,335.0949721,-9.5097112,335.0949721,-9.5097112
EPIC 206215704 b,2.25372,0.9,,109.888,335.0949721,-9.5097112,335.0949721,-9.5097112
EPIC 206317286 b,1.58316,1.22,,314.35,337.6178427,-7.972456,337.6178427,-7.972456
EPIC 206317286 b,1.58252,0.96,,314.35,337.6178427,-7.972456,337.6178427,-7.972456
EPIC 206317286 c,17.501662,2.63,,314.35,337.6178427,-7.972456,337.6178427,-7.972456
EPIC 206317286 c,17.515472,2.094,,314.35,337.6178427,-7.972456,337.6178427,-7.972456
EPIC 206317286 c,17.5125,2.15,,314.35,337.6178427,-7.972456,337.6178427,-7.972456
EPIC 211822797 b,21.169619,2.2,,186.197,130.4102091,17.6399744,130.4102091,17.6399744
EPIC 211822797 b,21.169861,1.98,,186.197,130.4102091,17.6399744,130.4102091,17.6399744
EPIC 211822797 b,21.1686,2.18,,186.197,130.4102091,17.6399744,130.4102091,17.6399744
EPIC 211822797 b,21.1595,,,186.197,130.4102091,17.6399744,130.4102091,17.6399744
EPIC 211822797 b,21.17623917,,,186.197,130.4102091,17.6399744,130.4102091,17.6399744
EPIC 211822797 b,21.1701963,1.92,,186.197,130.4102091,17.6399744,130.4102091,17.6399744
EPIC 211945201 b,19.50735025,,,181.69,136.5741931,19.4020565,136.5741931,19.4020565
EPIC 211945201 b,19.49183,5.96,,181.69,136.5741931,19.4020565,136.5741931,19.4020565
EPIC 211945201 b,19.491965,6.8,,181.69,136.5741931,19.4020565,136.5741931,19.4020565
EPIC 211945201 b,19.491795,5.847,,181.69,136.5741931,19.4020565,136.5741931,19.4020565
EPIC 211945201 b,19.4921473,5.507,,181.69,136.5741931,19.4020565,136.5741931,19.4020565
EPIC 211945201 b,19.491,,,181.69,136.5741931,19.4020565,136.5741931,19.4020565
EPIC 211945201 b,19.49221,5.76,,181.69,136.5741931,19.4020565,136.5741931,19.4020565
EPIC 211945201 b,19.492132,6.0,,181.69,136.5741931,19.4020565,136.5741931,19.4020565
EPIC 211945201 b,19.4921498,,,181.69,136.5741931,19.4020565,136.5741931,19.4020565
EPIC 211945201 b,19.49213,6.12,27.0,181.69,136.5741931,19.4020565,136.5741931,19.4020565
EPIC 212297394 b,2.289363,1.48,,418.395,207.2061241,-17.6098985,207.2061241,-17.6098985
EPIC 212297394 b,2.28896,1.83,,418.395,207.2061241,-17.6098985,207.2061241,-17.6098985
EPIC 212297394 b,2.28943,1.323,,418.395,207.2061241,-17.6098985,207.2061241,-17.6098985
EPIC 212297394 c,5.21378,2.29,,418.395,207.2061241,-17.6098985,207.2061241,-17.6098985
EPIC 212297394 c,5.213,,,418.395,207.2061241,-17.6098985,207.2061241,-17.6098985
EPIC 212297394 c,5.213965,2.27,,418.395,207.2061241,-17.6098985,207.2061241,-17.6098985
EPIC 212424622 b,18.0971,2.21,,611.804,202.3313765,-14.3594358,202.3313765,-14.3594358
EPIC 212424622 b,18.0983,2.17,,611.804,202.3313765,-14.3594358,202.3313765,-14.3594358
EPIC 212499991 b,34.885,1.6,,283.29,202.488752,-12.7347749,202.488752,-12.7347749
EPIC 212587672 b,15.2841,1.39,,320.07,205.4445125,-10.8625468,205.4445125,-10.8625468
EPIC 212587672 b,15.28078,1.26,,320.07,205.4445125,-10.8625468,205.4445125,-10.8625468
EPIC 212587672 b,15.2841,1.12,,320.07,205.4445125,-10.8625468,205.4445125,-10.8625468
EPIC 212587672 c,23.226,2.3,,320.07,205.4445125,-10.8625468,205.4445125,-10.8625468
EPIC 212587672 c,23.226,,,320.07,205.4445125,-10.8625468,205.4445125,-10.8625468
EPIC 212587672 c,23.228555,2.32,,320.07,205.4445125,-10.8625468,205.4445125,-10.8625468
EPIC 212587672 c,23.24110566,,,320.07,205.4445125,-10.8625468,205.4445125,-10.8625468
EPIC 212587672 c,23.226001,2.245,,320.07,205.4445125,-10.8625468,205.4445125,-10.8625468
EPIC 212587672 c,23.2259,2.31,,320.07,205.4445125,-10.8625468,205.4445125,-10.8625468
EPIC 212624936 b,0.578657,1.2,,561.929,210.6376171,-10.0236852,210.6376171,-10.0236852
EPIC 212624936 c,11.81387,2.67,,561.929,210.6376171,-10.0236852,210.6376171,-10.0236852
EPIC 212624936 c,11.811437,2.3,,561.929,210.6376171,-10.0236852,210.6376171,-10.0236852
EPIC 212737443 b,13.603,2.586,,336.25,204.2215065,-7.3180577,204.2215065,-7.3180577
EPIC 212737443 b,13.603,,,336.25,204.2215065,-7.3180577,204.2215065,-7.3180577
EPIC 212737443 b,13.60697954,,,336.25,204.2215065,-7.3180577,204.2215065,-7.3180577
EPIC 212737443 c,65.55,2.69,,336.25,204.2215065,-7.3180577,204.2215065,-7.3180577
EPIC 220492298 b,0.762406,0.99,,624.512,16.7615005,6.588798,16.7615005,6.588798
EPIC 220554210 c,0.70531,1.48,,496.289,13.4321524,7.9952914,13.4321524,7.9952914
EPIC 220554210 c,0.705386,1.73,,496.289,13.4321524,7.9952914,13.4321524,7.9952914
EPIC 220554210 c,0.70531,1.6,,496.289,13.4321524,7.9952914,13.4321524,7.9952914
EPIC 220674823 b,0.571,1.712,7.72,244.59,13.0800239,10.7947051,13.0800239,10.7947051
EPIC 220674823 b,0.571336,1.8,,244.59,13.0800239,10.7947051,13.0800239,10.7947051
EPIC 220674823 b,0.571331,1.82,,244.59,13.0800239,10.7947051,13.0800239,10.7947051
EPIC 220674823 b,0.571308,1.46,,244.59,13.0800239,10.7947051,13.0800239,10.7947051
EPIC 220674823 b,0.571285,1.816,,244.59,13.0800239,10.7947051,13.0800239,10.7947051
EPIC 220674823 b,0.571336,1.82,9.0,244.59,13.0800239,10.7947051,13.0800239,10.7947051
EPIC 220674823 b,0.571292,1.725,8.21,244.59,13.0800239,10.7947051,13.0800239,10.7947051
EPIC 220674823 b,0.571212,1.6,,244.59,13.0800239,10.7947051,13.0800239,10.7947051
EPIC 220674823 b,0.571299,1.669,,244.59,13.0800239,10.7947051,13.0800239,10.7947051
EPIC 220674823 b,0.571292,1.52,8.36,244.59,13.0800239,10.7947051,13.0800239,10.7947051
EPIC 220674823 c,13.339746,2.705,,244.59,13.0800239,10.7947051,13.0800239,10.7947051
EPIC 220674823 c,13.33877,3.79,,244.59,13.0800239,10.7947051,13.0800239,10.7947051
EPIC 220674823 c,13.3397,2.836,8.9,244.59,13.0800239,10.7947051,13.0800239,10.7947051
EPIC 220674823 c,13.3387,2.77,5.7,244.59,13.0800239,10.7947051,13.0800239,10.7947051
EPIC 220674823 c,13.339079,2.73,,244.59,13.0800239,10.7947051,13.0800239,10.7947051
EPIC 220674823 c,13.341245,2.53,,244.59,13.0800239,10.7947051,13.0800239,10.7947051
EPIC 220674823 c,13.338687,2.8,,244.59,13.0800239,10.7947051,13.0800239,10.7947051
EPIC 220674823 c,13.3397,2.5,5.8,244.59,13.0800239,10.7947051,13.0800239,10.7947051
EPIC 220674823 c,13.334615,2.2,,244.59,13.0800239,10.7947051,13.0800239,10.7947051
EPIC 228836835 b,0.728113,1.1,,150.124,189.5748998,-5.2446247,189.5748998,-5.2446247
EPIC 228836835 b,0.72813,1.27,,150.124,189.5748998,-5.2446247,189.5748998,-5.2446247
EPIC 229004835 b,16.140442,2.06,,121.971,186.4860415,-1.4047214,186.4860415,-1.4047214
EPIC 229004835 b,16.13655,2.02,,121.971,186.4860415,-1.4047214,186.4860415,-1.4047214
EPIC 229004835 b,16.141132,2.332,10.4,121.971,186.4860415,-1.4047214,186.4860415,-1.4047214
EPIC 246851721 b,6.180235,11.781,953.49,372.632,78.9198197,16.2786991,78.9198197,16.2786991
EPIC 246851721 b,6.1802679,,,372.632,78.9198197,16.2786991,78.9198197,16.2786991
EPIC 246851721 b,6.1802675,13.274,,372.632,78.9198197,16.2786991,78.9198197,16.2786991
EPIC 248847494 b,3650.0,12.442,4131.79,551.886,159.3890808,11.8427484,159.3890808,11.8427484
EPIC 249893012 b,3.5951,1.95,8.75,321.296,228.2482353,-16.7246474,228.2482353,-16.7246474
EPIC 249893012 c,15.624,3.67,14.67,321.296,228.2482353,-16.7246474,228.2482353,-16.7246474
EPIC 249893012 d,35.747,3.94,10.18,321.296,228.2482353,-16.7246474,228.2482353,-16.7246474
FU Tau b,,,5085.28,,65.8974962,25.0506711,65.8974962,25.0506711
FU Tau b,,,6038.73973,,65.8974962,25.0506711,65.8974962,25.0506711
G 196-3 b,,,8263.53858,21.7912,151.0884754,50.3861806,151.0884754,50.3861806
G 264-012 b,2.30538,,2.5,16.009,326.6719598,66.803848,326.6719598,66.803848
G 264-012 c,8.0518,,3.75,16.009,326.6719598,66.803848,326.6719598,66.803848
G 9-40 b,5.7459945,2.061,,27.9276,134.7188514,21.0747961,134.7188514,21.0747961
G 9-40 b,5.7459996,,,27.9276,134.7188514,21.0747961,134.7188514,21.0747961
G 9-40 b,5.745912,,,27.9276,134.7188514,21.0747961,134.7188514,21.0747961
G 9-40 b,5.746007,2.025,11.7,27.9276,134.7188514,21.0747961,134.7188514,21.0747961
GJ 1002 b,10.3465,,1.08,4.84867,1.6764641,-7.5462123,1.6764641,-7.5462123
GJ 1002 c,21.202,,1.36,4.84867,1.6764641,-7.5462123,1.6764641,-7.5462123
GJ 1061 b,3.204,,1.37,3.67278,54.0032486,-44.5143104,54.0032486,-44.5143104
GJ 1061 c,6.689,,1.74,3.67278,54.0032486,-44.5143104,54.0032486,-44.5143104
GJ 1061 d,13.031,,1.64,3.67278,54.0032486,-44.5143104,54.0032486,-44.5143104
GJ 1132 b,1.62893,1.16,1.62,12.613,153.7090696,-47.1549358,153.7090696,-47.1549358
GJ 1132 b,1.6289287,1.43,1.63,12.613,153.7090696,-47.1549358,153.7090696,-47.1549358
GJ 1132 b,1.628931,1.13,1.66,12.613,153.7090696,-47.1549358,153.7090696,-47.1549358
GJ 1132 b,1.62892911,1.192,1.83705,12.613,153.7090696,-47.1549358,153.7090696,-47.1549358
GJ 1132 b,1.6289304,,,12.613,153.7090696,-47.1549358,153.7090696,-47.1549358
GJ 1132 b,1.6289322,1.215,,12.613,153.7090696,-47.1549358,153.7090696,-47.1549358
GJ 1132 b,,,1.58,12.613,153.7090696,-47.1549358,153.7090696,-47.1549358
GJ 1132 c,8.929,,2.64,12.613,153.7090696,-47.1549358,153.7090696,-47.1549358
GJ 1148 b,41.375,,107.74383,11.0143,175.4326081,42.7515862,175.4326081,42.7515862
GJ 1148 b,41.397,,94.7094,11.0143,175.4326081,42.7515862,175.4326081,42.7515862
GJ 1148 b,41.38,,96.7,11.0143,175.4326081,42.7515862,175.4326081,42.7515862
GJ 1148 c,535.9,,82.63539,11.0143,175.4326081,42.7515862,175.4326081,42.7515862
GJ 1148 c,532.58,,68.06,11.0143,175.4326081,42.7515862,175.4326081,42.7515862
GJ 1151 c,389.7,,10.62,8.03625,177.7304866,48.3732334,177.7304866,48.3732334
GJ 1214 b,1.58040433,2.742,8.17,14.6427,258.8313991,4.9606795,258.8313991,4.9606795
GJ 1214 b,1.58040454,,,14.6427,258.8313991,4.9606795,258.8313991,4.9606795
GJ 1214 b,1.58040481,,,14.6427,258.8313991,4.9606795,258.8313991,4.9606795
GJ 1214 b,1.58040481,,,14.6427,258.8313991,4.9606795,258.8313991,4.9606795
GJ 1214 b,,,,14.6427,258.8313991,4.9606795,258.8313991,4.9606795
GJ 1214 b,1.5803925,2.678,6.55,14.6427,258.8313991,4.9606795,258.8313991,4.9606795
GJ 1214 b,1.58040457,,,14.6427,258.8313991,4.9606795,258.8313991,4.9606795
GJ 1214 b,1.58040487,2.74,6.37,14.6427,258.8313991,4.9606795,258.8313991,4.9606795
GJ 1214 b,1.58040417,,,14.6427,258.8313991,4.9606795,258.8313991,4.9606795
GJ 1214 b,1.58040835,,,14.6427,258.8313991,4.9606795,258.8313991,4.9606795
GJ 1214 b,1.5804043,2.61,,14.6427,258.8313991,4.9606795,258.8313991,4.9606795
GJ 1214 b,1.58040465,,,14.6427,258.8313991,4.9606795,258.8313991,4.9606795
GJ 1214 b,1.58040453,2.733,8.41,14.6427,258.8313991,4.9606795,258.8313991,4.9606795
GJ 1214 b,1.58040456,2.847,6.26125,14.6427,258.8313991,4.9606795,258.8313991,4.9606795
GJ 1214 b,1.58040442,,,14.6427,258.8313991,4.9606795,258.8313991,4.9606795
GJ 1214 b,1.58040494,,,14.6427,258.8313991,4.9606795,258.8313991,4.9606795
GJ 1214 b,1.5804049,2.64,,14.6427,258.8313991,4.9606795,258.8313991,4.9606795
